increase_frequency:1000,first_frequency:10,last_frequency:100
frequency,transmission_ep,receiving_ep
34,1.1632,0.1124
34,1.1241,0.1222
34,1.1388,0.1222
34,1.1584,0.1271
34,1.1144,0.1222
35.0kHz,,
35,1.2659,0.1222
35,1.3441,0.1124
35,1.2805,0.1173
35,1.2414,0.1173
35,1.2121,0.1173
35,1.2659,0.1222
35,1.2463,0.1222
35,1.2023,0.1173
35,1.2366,0.1222
35,1.2708,0.1222
35,1.2219,0.1173
35,1.2561,0.1173
35,1.2708,0.1222
35,1.2268,0.1222
35,1.2463,0.1222
35,1.261,0.1271
35,1.2317,0.1222
35,1.2317,0.1222
35,1.3099,0.1222
35,1.2317,0.1222
35,1.261,0.1173
35,1.2903,0.1222
35,1.2463,0.1222
35,1.2268,0.132
35,1.2805,0.1222
35,1.2512,0.1222
35,1.2268,0.088
35,1.2757,0.1222
35,1.2757,0.1271
35,1.217,0.1075
35,1.261,0.1222
35,1.2854,0.1173
35,1.2659,0.1222
35,1.305,0.132
35,1.3783,0.1271
35,1.3245,0.1271
35,1.3881,0.1369
35,1.4467,0.1417
35,1.3978,0.1417
35,1.4125,0.132
35,1.4614,0.1369
35,1.4174,0.1369
35,1.4076,0.1369
35,1.437,0.1369
35,1.4076,0.1369
35,1.4076,0.2102
35,1.437,0.1417
35,1.4174,0.1417
35,1.393,0.2297
35,1.4467,0.1417
36.0kHz,,
36,1.4272,0.1075
36,1.4956,0.1124
36,1.4516,0.1124
36,1.5347,0.1124
36,1.4809,0.1075
36,1.4907,0.1075
36,1.4321,0.0538
36,1.4174,0.1026
36,1.4956,0.1075
36,1.4467,0.1075
36,1.4321,0.1124
36,1.4761,0.1124
36,1.4956,0.1173
36,1.4663,0.1222
36,1.4272,0.1173
36,1.4712,0.1124
36,1.3978,0.1271
36,1.4712,0.1173
36,1.4223,0.1173
36,1.5005,0.1124
36,1.5152,0.1124
36,1.4418,0.1124
36,1.4614,0.1075
36,1.5103,0.044
36,1.4809,0.1075
36,1.4516,0.1075
36,1.4712,0.1124
36,1.5054,0.1075
36,1.4663,0.1075
36,1.564,0.1124
36,1.52,0.1173
36,1.5054,0.1124
36,1.4614,0.1124
36,1.4614,0.1075
36,1.5298,0.1124
36,1.4907,0.1173
36,1.4516,0.1124
36,1.4809,0.1124
36,1.5249,0.1124
36,1.4956,0.1124
36,1.4565,0.1075
36,1.5103,0.1075
36,1.5347,0.1075
36,1.4956,0.1173
36,1.4663,0.1075
36,1.52,0.1075
36,1.5298,0.1075
36,1.4663,0.1075
36,1.4712,0.1124
36,1.5298,0.1124
37.0kHz,,
37,1.6276,0.2004
37,1.5689,0.2053
37,1.5934,0.2053
37,1.5738,0.2395
37,1.5249,0.2004
37,1.5689,0.2004
37,1.5934,0.1955
37,1.5885,0.2053
37,1.5543,0.1906
37,1.5445,0.2004
37,1.5787,0.1955
37,1.6325,0.1955
37,1.5689,0.2053
37,1.5347,0.2004
37,1.5347,0.1026
37,1.5885,0.1906
37,1.6569,0.1955
37,1.5298,0.1857
37,1.5298,0.1955
37,1.5738,0.1906
37,1.5934,0.1906
37,1.5689,0.1906
37,1.52,0.1808
37,1.5396,0.1808
37,1.5787,0.1857
37,1.5885,0.1613
37,1.5054,0.1711
37,1.5591,0.1711
37,1.564,0.1857
37,1.564,0.1711
37,1.5543,0.1662
37,1.52,0.176
37,1.5543,0.1711
37,1.5298,0.1466
37,1.4418,0.1124
37,1.3734,0.0978
37,1.3539,0.088
37,1.3539,0.0831
37,1.2903,0.0733
37,1.173,0.0587
37,1.3245,0.0929
37,1.3978,0.1124
37,1.4027,0.088
37,1.5738,0.1369
37,1.4712,0.1369
37,1.4174,0.1173
37,1.4027,0.1075
37,1.4809,0.1173
37,1.4614,0.1222
37,1.3832,0.1124
38.0kHz,,
38,1.4858,0.1711
38,1.52,0.1906
38,1.5103,0.1906
38,1.5152,0.2053
38,1.5103,0.2102
38,1.5396,0.2102
38,1.5543,0.2102
38,1.5249,0.2004
38,1.5054,0.1955
38,1.5054,0.2053
